Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Deonte Harty,BUF,1,-3,0,.9%,1,-3,0,1.6%,0,0,0,.0%,All Deonte Harty red zone rushing plays,HarrDe07
Taylor Heinicke,ATL,1,11,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Taylor Heinicke red zone rushing plays,HeinTa00
Peyton Hendershot,DAL,1,0,0,1.0%,1,0,0,2.0%,1,0,0,4.2%,All Peyton Hendershot red zone rushing plays,HendPe01
Tyreek Hill,MIA,1,-10,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Tyreek Hill red zone rushing plays,HillTy00
KhaDarel Hodge,ATL,1,0,0,1.3%,1,0,0,2.8%,0,0,0,.0%,All KhaDarel Hodge red zone rushing plays,HodgKh00
Justin Jefferson,MIN,1,-12,0,2.0%,1,-12,0,3.6%,0,0,0,.0%,All Justin Jefferson red zone rushing plays,JeffJu00
Case Keenum,HOU,1,1,0,1.3%,1,1,0,2.3%,1,1,0,4.3%,All Case Keenum red zone rushing plays,KeenCa00
Cole Kmet,CHI,1,1,0,1.3%,1,1,0,2.6%,0,0,0,.0%,All Cole Kmet red zone rushing plays,KmetCo00
Cooper Kupp,LAR,1,-3,0,1.2%,0,0,0,.0%,0,0,0,.0%,All Cooper Kupp red zone rushing plays,KuppCo00
John Metchie,HOU,1,4,0,1.3%,0,0,0,.0%,0,0,0,.0%,All John Metchie red zone rushing plays,MetcJo00
Davis Mills,HOU,1,9,0,1.3%,1,9,0,2.3%,0,0,0,.0%,All Davis Mills red zone rushing plays,MillDa02
Marvin Mims,DEN,1,8,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Marvin Mims red zone rushing plays,MimsMa00
Darnell Mooney,CHI,1,3,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Darnell Mooney red zone rushing plays,MoonDa00
D.J. Moore,CHI,1,16,1,1.3%,0,0,0,.0%,0,0,0,.0%,All D.J. Moore red zone rushing plays,MoorD.00
Elijah Moore,CLE,1,-20,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Elijah Moore red zone rushing plays,MoorEl00
Rondale Moore,ARI,1,-1,0,1.7%,0,0,0,.0%,0,0,0,.0%,All Rondale Moore red zone rushing plays,MoorRo02
Kalif Raymond,DET,1,-2,0,.9%,0,0,0,.0%,0,0,0,.0%,All Kalif Raymond red zone rushing plays,RaymKa00
Calvin Ridley,JAX,1,3,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Calvin Ridley red zone rushing plays,RidlCa00
Wan'Dale Robinson,NYG,1,7,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Wan'Dale Robinson red zone rushing plays,RobiWa01
Trey Sermon,IND,1,2,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Trey Sermon red zone rushing plays,SermTr00
Khalil Shakir,BUF,1,10,0,.9%,0,0,0,.0%,0,0,0,.0%,All Khalil Shakir red zone rushing plays,ShakKh00
Sterling Shepard,NYG,1,6,0,1.6%,1,6,0,4.5%,0,0,0,.0%,All Sterling Shepard red zone rushing plays,ShepSt00
Ihmir Smith-Marsette,CAR,1,9,0,1.8%,0,0,0,.0%,0,0,0,.0%,All Ihmir Smith-Marsette red zone rushing plays,SmitIh00
Jonnu Smith,ATL,1,0,0,1.3%,1,0,0,2.8%,1,0,0,9.1%,All Jonnu Smith red zone rushing plays,SmitJo01
Jarrett Stidham,DEN,1,0,0,1.3%,1,0,0,2.8%,1,0,0,6.3%,All Jarrett Stidham red zone rushing plays,StidJa00
Amon-Ra St. Brown,DET,1,3,0,.9%,0,0,0,.0%,0,0,0,.0%,All Amon-Ra St. Brown red zone rushing plays,StxxAm00
Adam Thielen,CAR,1,6,0,1.8%,0,0,0,.0%,0,0,0,.0%,All Adam Thielen red zone rushing plays,ThieAd00
Tre Tucker,LVR,1,4,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Tre Tucker red zone rushing plays,TuckTr00
Clayton Tune,ARI,1,1,1,1.7%,1,1,1,3.0%,1,1,1,5.6%,All Clayton Tune red zone rushing plays,TuneCl00
Ke'Shawn Vaughn,TAM,1,-2,0,1.6%,1,-2,0,4.0%,1,-2,0,8.3%,All Ke'Shawn Vaughn red zone rushing plays,VaugKe00
Jameson Williams,DET,1,19,1,.9%,0,0,0,.0%,0,0,0,.0%,All Jameson Williams red zone rushing plays,WillJa11
Trayveon Williams,CIN,1,2,0,1.4%,1,2,0,2.1%,0,0,0,.0%,All Trayveon Williams red zone rushing plays,WillTr06
Emanuel Wilson,GNB,1,3,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Emanuel Wilson red zone rushing plays,WilsEm00
Bailey Zappe,NWE,1,17,1,2.4%,0,0,0,.0%,0,0,0,.0%,All Bailey Zappe red zone rushing plays,ZappBa00
