Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Ryan Tannehill,MIA,3,-3,0,8.8%,0,0,0,.0%,0,0,0,.0%,All Ryan Tannehill red zone rushing plays,TannRy00
Kyle Allen,CAR,2,11,1,2.6%,1,1,1,2.2%,1,1,1,4.8%,All Kyle Allen red zone rushing plays,AlleKy00
Brandon Bolden,MIA,2,13,1,5.9%,1,6,1,9.1%,0,0,0,.0%,All Brandon Bolden red zone rushing plays,BoldBr00
Rex Burkhead,NWE,2,5,0,2.4%,0,0,0,.0%,0,0,0,.0%,All Rex Burkhead red zone rushing plays,BurkRe00
Brandin Cooks,LAR,2,16,1,2.2%,1,9,1,2.0%,0,0,0,.0%,All Brandin Cooks red zone rushing plays,CookBr00
Eric Ebron,IND,2,1,1,2.9%,2,1,1,5.3%,2,1,1,11.1%,All Eric Ebron red zone rushing plays,EbroEr00
Taylor Gabriel,CHI,2,8,0,3.4%,2,8,0,6.5%,0,0,0,.0%,All Taylor Gabriel red zone rushing plays,GabrTa00
Mike Gillislee,NOR,2,8,0,1.8%,0,0,0,.0%,0,0,0,.0%,All Mike Gillislee red zone rushing plays,GillMi00
Brian Hill,ATL,2,4,0,4.0%,1,2,0,3.7%,1,2,0,8.3%,All Brian Hill red zone rushing plays,HillBr02
Josh Johnson,WAS,2,6,1,3.8%,1,8,1,4.5%,0,0,0,.0%,All Josh Johnson red zone rushing plays,JohnJo05
Kyle Juszczyk,SFO,2,-4,0,2.8%,2,-4,0,5.9%,0,0,0,.0%,All Kyle Juszczyk red zone rushing plays,JuszKy00
Case Keenum,DEN,2,2,2,4.0%,2,2,2,7.4%,2,2,2,14.3%,All Case Keenum red zone rushing plays,KeenCa00
Nick Mullens,SFO,2,1,0,2.8%,1,0,0,2.9%,1,0,0,5.9%,All Nick Mullens red zone rushing plays,MullNi00
Brock Osweiler,MIA,2,2,0,5.9%,0,0,0,.0%,0,0,0,.0%,All Brock Osweiler red zone rushing plays,OsweBr00
Matthew Stafford,DET,2,8,0,3.2%,1,6,0,2.9%,0,0,0,.0%,All Matthew Stafford red zone rushing plays,StafMa00
Chris Thompson,WAS,2,0,0,3.8%,2,0,0,9.1%,2,0,0,14.3%,All Chris Thompson red zone rushing plays,ThomCh03
Roc Thomas,MIN,2,2,0,4.3%,1,-2,0,5.0%,1,-2,0,12.5%,All Roc Thomas red zone rushing plays,ThomRo05
Sammy Watkins,KAN,2,1,0,2.9%,1,-1,0,2.0%,1,-1,0,3.4%,All Sammy Watkins red zone rushing plays,WatkSa00
Darrel Williams,KAN,2,9,0,2.9%,1,4,0,2.0%,0,0,0,.0%,All Darrel Williams red zone rushing plays,WillDa10
Mike Williams,LAC,2,22,1,3.3%,0,0,0,.0%,0,0,0,.0%,All Mike Williams red zone rushing plays,WillMi07
Robert Woods,LAR,2,10,1,2.2%,1,4,1,2.0%,1,4,1,4.0%,All Robert Woods red zone rushing plays,WoodRo02
Nelson Agholor,PHI,1,2,0,1.4%,1,2,0,2.9%,0,0,0,.0%,All Nelson Agholor red zone rushing plays,AghoNe00
Kalen Ballage,MIA,1,-2,0,2.9%,0,0,0,.0%,0,0,0,.0%,All Kalen Ballage red zone rushing plays,BallKa00
Matt Barkley,BUF,1,0,0,1.5%,1,0,0,3.3%,1,0,0,7.1%,All Matt Barkley red zone rushing plays,BarkMa00
Odell Beckham,NYG,1,-1,0,1.4%,1,-1,0,2.5%,0,0,0,.0%,All Odell Beckham red zone rushing plays,BeckOd00
Tommy Bohanon,JAX,1,0,0,2.1%,1,0,0,3.7%,1,0,0,7.1%,All Tommy Bohanon red zone rushing plays,BohaTo00
Sam Bradford,ARI,1,8,0,2.6%,0,0,0,.0%,0,0,0,.0%,All Sam Bradford red zone rushing plays,BradSa00
Martavis Bryant,OAK,1,2,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Martavis Bryant red zone rushing plays,BryaMa00
Trey Burton,CHI,1,2,0,1.7%,0,0,0,.0%,0,0,0,.0%,All Trey Burton red zone rushing plays,BurtTr01
Julian Edelman,NWE,1,15,0,1.2%,0,0,0,.0%,0,0,0,.0%,All Julian Edelman red zone rushing plays,EdelJu00
Evan Engram,NYG,1,12,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Evan Engram red zone rushing plays,EngrEv00
Alex Erickson,CIN,1,14,0,2.2%,0,0,0,.0%,0,0,0,.0%,All Alex Erickson red zone rushing plays,EricAl01
Keith Ford,BUF,1,0,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Keith Ford red zone rushing plays,FordKe00
D'Onta Foreman,HOU,1,-3,0,1.5%,0,0,0,.0%,0,0,0,.0%,All D'Onta Foreman red zone rushing plays,ForeDO00
Ted Ginn,NOR,1,5,0,.9%,0,0,0,.0%,0,0,0,.0%,All Ted Ginn red zone rushing plays,GinnTe00
C.J. Ham,MIN,1,0,0,2.2%,1,0,0,5.0%,1,0,0,12.5%,All C.J. Ham red zone rushing plays,HamxC.00
Dwayne Harris,OAK,1,-1,0,1.5%,1,-1,0,2.6%,0,0,0,.0%,All Dwayne Harris red zone rushing plays,HarrDw00
Johnny Hekker,LAR,1,3,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Johnny Hekker red zone rushing plays,HekkJo00
De'Angelo Henderson,NYJ,1,6,0,1.8%,0,0,0,.0%,0,0,0,.0%,All De'Angelo Henderson red zone rushing plays,HendDe01
Akiem Hicks,CHI,1,1,1,1.7%,1,1,1,3.2%,1,1,1,6.7%,All Akiem Hicks red zone rushing plays,HickAk00
Adam Humphries,TAM,1,7,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Adam Humphries red zone rushing plays,HumpAd00
Melvin Ingram,LAC,1,0,0,1.7%,1,0,0,3.7%,1,0,0,7.1%,All Melvin Ingram red zone rushing plays,IngrMe00
Darius Jackson,DAL,1,3,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Darius Jackson red zone rushing plays,JackDa01
DeSean Jackson,TAM,1,14,1,1.6%,0,0,0,.0%,0,0,0,.0%,All DeSean Jackson red zone rushing plays,JackDe00
John Kelly,LAR,1,4,0,1.1%,1,4,0,2.0%,0,0,0,.0%,All John Kelly red zone rushing plays,KellJo00
Christian Kirk,ARI,1,5,0,2.6%,0,0,0,.0%,0,0,0,.0%,All Christian Kirk red zone rushing plays,KirkCh01
Cooper Kupp,LAR,1,4,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Cooper Kupp red zone rushing plays,KuppCo00
Jarvis Landry,CLE,1,3,1,1.9%,1,3,1,2.7%,1,3,1,4.8%,All Jarvis Landry red zone rushing plays,LandJa00
Jeremy Langford,ATL,1,1,0,2.0%,1,1,0,3.7%,0,0,0,.0%,All Jeremy Langford red zone rushing plays,LangJe00
Tommylee Lewis,NOR,1,4,0,.9%,1,4,0,1.4%,0,0,0,.0%,All Tommylee Lewis red zone rushing plays,LewiTo00
Zach Line,NOR,1,-1,0,.9%,1,-1,0,1.4%,1,-1,0,3.0%,All Zach Line red zone rushing plays,LineZa01
Tyler Lockett,SEA,1,1,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Tyler Lockett red zone rushing plays,LockTy00
Byron Marshall,WAS,1,1,0,1.9%,0,0,0,.0%,0,0,0,.0%,All Byron Marshall red zone rushing plays,MarsBy01
Colt McCoy,WAS,1,4,0,1.9%,0,0,0,.0%,0,0,0,.0%,All Colt McCoy red zone rushing plays,McCoCo00
J.D. McKissic,SEA,1,6,0,1.3%,1,6,0,2.4%,0,0,0,.0%,All J.D. McKissic red zone rushing plays,McKiJ.00
Jeremy McNichols,IND,1,7,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Jeremy McNichols red zone rushing plays,McNiJe00
Taquan Mizzell,CHI,1,0,0,1.7%,0,0,0,.0%,0,0,0,.0%,All Taquan Mizzell red zone rushing plays,MizzTa00
Raheem Mostert,SFO,1,0,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Raheem Mostert red zone rushing plays,MostRa00
Nathan Peterman,BUF,1,1,1,1.5%,1,1,1,3.3%,1,1,1,7.1%,All Nathan Peterman red zone rushing plays,PeteNa00
Josh Reynolds,LAR,1,-2,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Josh Reynolds red zone rushing plays,ReynJo00
John Ross,CIN,1,-3,0,2.2%,0,0,0,.0%,0,0,0,.0%,All John Ross red zone rushing plays,RossJo00
Curtis Samuel,CAR,1,14,1,1.3%,0,0,0,.0%,0,0,0,.0%,All Curtis Samuel red zone rushing plays,SamuCu00
Keith Smith,OAK,1,0,0,1.5%,1,0,0,2.6%,1,0,0,5.3%,All Keith Smith red zone rushing plays,SmitKe03
Luke Stocker,TEN,1,0,0,1.3%,1,0,0,2.5%,1,0,0,4.3%,All Luke Stocker red zone rushing plays,StocLu00
Robert Turbin,IND,1,3,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Robert Turbin red zone rushing plays,TurbRo00
Mark Walton,CIN,1,4,0,2.2%,0,0,0,.0%,0,0,0,.0%,All Mark Walton red zone rushing plays,WaltMa00
Derek Watt,LAC,1,0,0,1.7%,0,0,0,.0%,0,0,0,.0%,All Derek Watt red zone rushing plays,WattDe00
